user,item,pref
257,Breaking the Waves 1996,3
329,Diva 1981,4
58,C'est arrivÈ prËs de chez vous 1992,2
43,Sabrina 1954,4
339,Clerks 1994,4
344,Eat Drink Man Woman 1994,5
92,Courage Under Fire 1996,4
200,Titanic 1997,5
347,Peacemaker The 1997,3
18,Dave 1993,3
92,Hunchback of Notre Dame The 1996,2
358,Underground 1995,3
87,Batman Returns 1992,3
13,Twister 1996,4
305,Monty Python's Life of Brian 1979,4
212,Amadeus 1984,3
41,Real Genius 1985,3
192,In & Out 1997,4
344,William Shakespeare's Romeo and Juliet 1996,2
360,Lawrence of Arabia 1962,5
365,Lone Star 1996,4
10,Abyss The 1989,4
234,Looking for Richard 1996,4
271,Piano The 1993,3
109,Terminator 2: Judgment Day 1991,5
76,Swingers 1996,5
59,Mrs. Parker and the Vicious Circle 1994,4
381,Unbearable Lightness of Being The 1988,5
5,Mystery Science Theater 3000: The Movie 1996,5
279,Addams Family Values 1993,3
64,Postman The 1997,2
41,Butch Cassidy and the Sundance Kid 1969,3
308,Shaggy Dog The 1959,3
85,High Noon 1952,4
339,Local Hero 1983,4
95,Magnificent Seven The 1954,4
38,Pinocchio 1940,5
347,Philadelphia 1993,2
125,Gattaca 1997,4
345,Breakdown 1997,4
82,Six Degrees of Separation 1993,4
11,Nine Months 1995,3
239,Fugitive The 1993,3
3,Schindler's List 1993,4
56,Clockwork Orange A 1971,3
59,Terminator The 1984,5
119,Chain Reaction 1996,3
295,Doors The 1991,4
347,Dante's Peak 1997,1
291,Exotica 1994,4
347,When Harry Met Sally... 1989,3
337,Men in Black 1997,3
87,Conan the Barbarian 1981,3
381,River Wild The 1994,2
215,Grease 1978,3
177,Booty Call 1997,2
292,Die Hard 2 1990,4
314,Mr. Wrong 1996,1
256,Liar Liar 1997,3
90,Remains of the Day The 1993,5
267,Swiss Family Robinson 1960,3
315,M*A*S*H 1970,4
62,This Is Spinal Tap 1984,4
125,My Fair Lady 1964,5
345,In the Name of the Father 1993,4
312,Terminator 2: Judgment Day 1991,5
201,Crow The 1994,2
253,Brazil 1985,2
152,Back to the Future 1985,4
271,Ridicule 1996,4
313,Balto 1995,2
99,Sudden Death 1995,4
326,Die Hard 1988,5
26,Alien: Resurrection 1997,3
270,Walk in the Clouds A 1995,1
206,Picture Perfect 1997,3
379,Groundhog Day 1993,5
70,Gandhi 1982,4
181,Heaven's Prisoners 1996,1
94,Reservoir Dogs 1992,5
86,Hugo Pool 1997,5
68,Scream 1996,4
60,Lion King The 1994,3
151,Mrs. Doubtfire 1993,2
22,Butch Cassidy and the Sundance Kid 1969,5
198,Empire Strikes Back The 1980,4
96,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1963,4
305,Sneakers 1992,3
301,GoodFellas 1990,5
32,Michael 1996,3
279,Wallace & Gromit: The Best of Aardman Animation 1996,5
10,Amadeus 1984,5
279,Cyrano de Bergerac 1990,5
321,Sound of Music The 1965,3
10,It's a Wonderful Life 1946,5
130,Citizen Kane 1941,5
26,Vegas Vacation 1997,2
13,Mouse Hunt 1997,1
49,Heavy 1995,3
56,American President The 1995,4
318,Godfather The 1972,5
159,Money Talks 1997,1
130,Airheads 1994,3
348,Long Kiss Goodnight The 1996,5
243,Piano The 1993,5
15,White Balloon The 1995,1
85,Annie Hall 1977,5
135,Tales From the Crypt Presents: Demon Knight 1995,2
286,Wings of Desire 1987,2
276,Robocop 3 1993,1
102,Sneakers 1992,3
293,Vegas Vacation 1997,1
43,Top Gun 1986,4
290,Swiss Family Robinson 1960,3
176,Fargo 1996,5
226,Postino Il 1994,5
361,Raising Arizona 1987,4
38,Flintstones The 1994,2
329,White Squall 1996,3
378,What's Eating Gilbert Grape 1993,3
26,Apt Pupil 1998,3
5,Star Trek IV: The Voyage Home 1986,3
269,Bedknobs and Broomsticks 1971,1
43,Sense and Sensibility 1995,4
297,Twelve Monkeys 1995,4
151,Philadelphia 1993,5
124,Fugitive The 1993,3
23,Mission: Impossible 1996,4
373,Doors The 1991,3
327,War Room The 1993,3
188,Silence of the Lambs The 1991,5
69,Primal Fear 1996,3
345,Time to Kill A 1996,3
194,Parent Trap The 1961,2
311,Godfather: Part II The 1974,4
204,English Patient The 1996,3
215,Babe 1995,2
18,Hear My Song 1991,3
85,Emma 1996,3
96,Princess Bride The 1987,3
277,L.A. Confidential 1997,4
327,Birdcage The 1996,2
301,Babe 1995,4
33,Scream 2 1997,3
118,Taxi Driver 1976,5
280,Pocahontas 1995,3
280,Reckless 1995,3
201,Game The 1997,2
7,Wyatt Earp 1994,3
303,Abyss The 1989,4
69,Saint The 1997,2
73,Streetcar Named Desire A 1951,3
296,Richard III 1995,2
209,Mother 1996,4
94,Alice in Wonderland 1951,4
179,Rainmaker The 1997,4
188,Net The 1995,3
286,Mrs. Parker and the Vicious Circle 1994,3
354,Young Frankenstein 1974,4
119,True Lies 1994,5
188,Firm The 1993,4
184,Lone Star 1996,5
268,French Kiss 1995,3
125,Apollo 13 1995,4
60,Notorious 1946,5
220,Alien: Resurrection 1997,3
177,Dead Poets Society 1989,3
129,Devil's Advocate The 1997,2
339,Die Hard: With a Vengeance 1995,2
378,Evita 1996,5
279,Princess Bride The 1987,5
314,Sgt. Bilko 1996,4
295,Crow The 1994,4
145,Sgt. Bilko 1996,2
246,Mortal Kombat 1995,3
234,Rock The 1996,2
58,GoodFellas 1990,4
108,Jerry Maguire 1996,3
16,Abyss The 1989,5
139,Ulee's Gold 1997,5
316,Hunt for Red October The 1990,3
337,Star Trek IV: The Voyage Home 1986,5
116,Kiss the Girls 1997,3
92,Houseguest 1994,3
152,Last of the Mohicans The 1992,4
168,Saint The 1997,2
255,Glimmer Man The 1996,1
265,Return of the Jedi 1983,2
236,Star Trek: First Contact 1996,4
326,Arsenic and Old Lace 1944,4
217,Contact 1997,1
312,This Is Spinal Tap 1984,3
1,Postino Il 1994,5
287,Primal Fear 1996,5
294,Jackal The 1997,3
314,My Best Friend's Wedding 1997,5
189,Caro Diario Dear Diary 1994,4
107,Air Force One 1997,1
267,Fifth Element The 1997,5
344,Henry V 1989,5
151,What's Eating Gilbert Grape 1993,4
343,Clueless 1995,4
10,True Lies 1994,4
70,Flintstones The 1994,2
109,Breakfast at Tiffany's 1961,1
373,Three Musketeers The 1993,3
378,Dead Presidents 1995,3
125,Shawshank Redemption The 1994,5
378,Sabrina 1995,3
41,Silence of the Lambs The 1991,4
54,Long Kiss Goodnight The 1996,5
213,Annie Hall 1977,5
254,Shaggy Dog The 1959,2
334,Devil's Own The 1997,2
224,Miller's Crossing 1990,1
31,Thin Man The 1934,5
10,Treasure of the Sierra Madre The 1948,5
125,Birdcage The 1996,1
92,Sleepless in Seattle 1993,3
194,Brothers McMullen The 1995,3
13,Hunt for Red October The 1990,4
279,Demolition Man 1993,4
301,When Harry Met Sally... 1989,4
2,Ulee's Gold 1997,4
326,Grease 1978,2
188,Patton 1970,3
338,Lawrence of Arabia 1962,4
328,Some Like It Hot 1959,3
269,Rebel Without a Cause 1955,5
125,Spy Hard 1996,2
85,Sense and Sensibility 1995,3
92,Return of the Jedi 1983,4
15,English Patient The 1996,2
374,On Golden Pond 1981,2
148,Wrong Trousers The 1993,5
54,Men in Black 1997,4
276,Under Siege 2: Dark Territory 1995,1
268,Conan the Barbarian 1981,4
385,Faust 1994,5
56,Return of the Jedi 1983,5
271,Mr. Holland's Opus 1995,3
308,Army of Darkness 1993,4
64,Twelve Monkeys 1995,4
330,Net The 1995,4
263,Life Less Ordinary A 1997,2
244,Apocalypse Now 1979,4
1,Dances with Wolves 1990,3
156,M*A*S*H 1970,4
62,Dirty Dancing 1987,1
271,Cinema Paradiso 1988,5
250,North by Northwest 1959,5
295,Mary Poppins 1964,4
314,Fools Rush In 1997,4
346,Mask The 1994,3
5,Beverly Hills Cop III 1994,2
347,Searching for Bobby Fischer 1993,3
166,Alien: Resurrection 1997,4
194,Dangerous Minds 1995,2
90,Graduate The 1967,5
193,Raiders of the Lost Ark 1981,4
54,Godfather The 1972,4
201,Hunt for Red October The 1990,3
128,Pulp Fiction 1994,3
342,Eye for an Eye 1996,2
12,Leaving Las Vegas 1995,4
276,Independence Day ID4 1996,4
49,Willy Wonka and the Chocolate Factory 1971,5
377,Wedding Singer The 1998,4
59,Philadelphia 1993,5
219,Ulee's Gold 1997,4
276,Raising Arizona 1987,5
59,Phenomenon 1996,3
385,This Is Spinal Tap 1984,4
373,Fierce Creatures 1997,5
313,Maverick 1994,5
308,Patton 1970,3
182,My Fellow Americans 1996,4
1,Dolores Claiborne 1994,5
236,Alice in Wonderland 1951,4
321,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 1963,4
380,Man Who Would Be King The 1975,5
288,Eve's Bayou 1997,5
232,Pulp Fiction 1994,5
90,Unforgiven 1992,5
8,Empire Strikes Back The 1980,5
308,Until the End of the World Bis ans Ende der Welt 1991,4
303,Indiana Jones and the Last Crusade 1989,4
139,Nixon 1995,4
145,Sliver 1993,2
90,Ruby in Paradise 1993,2
43,Mother 1996,3
66,Courage Under Fire 1996,5
277,English Patient The 1996,5
293,Jurassic Park 1993,4
201,Like Water For Chocolate Como agua para chocolate 1992,1
267,Star Trek: The Motion Picture 1979,3
267,Brazil 1985,5
279,Heavy Metal 1981,3
363,Playing God 1997,4
340,Cinderella 1950,5
59,Omen The 1976,4
64,When Harry Met Sally... 1989,4
355,Washington Square 1997,4
208,Duck Soup 1933,4
56,Terminator 2: Judgment Day 1991,5
84,Jerry Maguire 1996,4
373,Star Trek IV: The Voyage Home 1986,4
74,Fargo 1996,4
291,Metro 1997,4
128,Liar Liar 1997,4
186,Waterworld 1995,1
330,Room with a View A 1986,5
293,Young Frankenstein 1974,3
92,Crumb 1994,3
18,Priest 1994,4
119,Grease 1978,5
99,Jerry Maguire 1996,5
168,Contact 1997,4
43,Star Wars 1977,4
119,Sabrina 1995,4
151,Meet John Doe 1941,4
59,Mr. Smith Goes to Washington 1939,3
230,Fish Called Wanda A 1988,5
23,Bonnie and Clyde 1967,4
131,Postino Il 1994,5
95,Rock The 1996,4
85,Babe 1995,4
379,Howling The 1981,2
25,2001: A Space Odyssey 1968,3
1,Natural Born Killers 1994,3
314,When a Man Loves a Woman 1994,3
181,Jane Eyre 1996,2
253,Gandhi 1982,5
172,Philadelphia Story The 1940,3
249,Fargo 1996,5
344,Searching for Bobby Fischer 1993,4
308,Alien 1979,4
330,Con Air 1997,3
130,Deep Rising 1998,1
232,Titanic 1997,3
378,Dead Poets Society 1989,4
49,Madness of King George The 1994,2
313,Omen The 1976,3
42,Hunt for Red October The 1990,3
313,Fargo 1996,5
94,Menace II Society 1993,4
7,Wes Craven's New Nightmare 1994,1
97,Monty Python and the Holy Grail 1974,4
235,Rosewood 1997,3
58,Beavis and Butt-head Do America 1996,4
325,Crash 1996,1
84,Shawshank Redemption The 1994,5
60,Blues Brothers The 1980,4
292,Trainspotting 1996,5
94,Contact 1997,5
316,Antonia's Line 1995,5
94,Casablanca 1942,5
43,Toy Story 1995,5
218,Chinatown 1974,4
102,Real Genius 1985,2
367,Screamers 1995,4
224,Age of Innocence The 1993,4
7,Howling The 1981,4
357,Liar Liar 1997,4
296,Restoration 1995,5
292,Lawrence of Arabia 1962,5
79,Mary Reilly 1996,2
184,Casino 1995,3
382,Godfather The 1972,3
70,Star Trek: The Wrath of Khan 1982,5
38,Cape Fear 1991,3
197,Mother 1996,3
7,Three Caballeros The 1945,4
373,Willy Wonka and the Chocolate Factory 1971,4
378,Field of Dreams 1989,4
307,Star Trek V: The Final Frontier 1989,2
350,Man Who Would Be King The 1975,4
271,Madness of King George The 1994,4
13,Bad Taste 1987,1
188,Mary Poppins 1964,5
178,Braveheart 1995,5
104,Birdcage The 1996,3
320,Bed of Roses 1996,3
345,Grease 1978,5
64,Piano The 1993,4
167,Very Natural Thing A 1974,1
232,Return of the Jedi 1983,4
89,Sirens 1994,1
328,Jaws 1975,4
295,Sirens 1994,5
233,Chinatown 1974,4
235,Jackie Brown 1997,4
214,Breaking the Waves 1996,5
374,Truth About Cats & Dogs The 1996,2
279,Escape to Witch Mountain 1975,2
378,Pocahontas 1995,4
249,Nikita La Femme Nikita 1990,5
21,Space Jam 1996,3
125,Cowboy Way The 1994,2
6,Phenomenon 1996,3
137,Alien 1979,5
194,Psycho 1960,4
332,Friday 1995,5
347,Ref The 1994,5
1,Return of the Pink Panther The 1974,4
286,Star Wars 1977,4
181,Jude 1996,1
21,Freeway 1996,4
299,Schindler's List 1993,4
18,Terminator The 1984,3
232,Sting The 1973,4
279,Wild Bill 1995,3
57,Fear 1996,3
125,Airheads 1994,2
194,Gandhi 1982,4
163,Shawshank Redemption The 1994,4
257,Jerry Maguire 1996,2
22,Independence Day ID4 1996,3
64,Star Trek III: The Search for Spock 1984,4
173,Event Horizon 1997,4
265,Mr. Holland's Opus 1995,3
210,Aliens 1986,4
291,Raiders of the Lost Ark 1981,5
281,Anastasia 1997,4
79,In & Out 1997,3
244,Amadeus 1984,5
248,Indiana Jones and the Last Crusade 1989,3
342,Brazil 1985,5
236,Truth About Cats & Dogs The 1996,4
297,Indian Summer 1996,4
159,Volcano 1997,5
255,Village of the Damned 1995,1
286,Deceiver 1997,5
318,Sleepless in Seattle 1993,4
77,Raiders of the Lost Ark 1981,5
109,Lost World: Jurassic Park The 1997,5
244,Fearless 1993,5
264,Get Shorty 1995,4
128,Henry V 1989,4
158,Return of the Pink Panther The 1974,4
83,Father of the Bride 1950,4
23,Star Trek: Generations 1994,5
214,Titanic 1997,4
110,Milk Money 1994,3
308,Nightmare on Elm Street A 1984,3
159,English Patient The 1996,1
113,Cop Land 1997,5
178,Much Ado About Nothing 1993,4
254,Pink Floyd - The Wall 1982,1
30,Waiting for Guffman 1996,5
109,Murder at 1600 1997,2
73,Raise the Red Lantern 1991,3
291,Wes Craven's New Nightmare 1994,5
60,North by Northwest 1959,4
296,Raising Arizona 1987,4
356,Jackal The 1997,5
362,Contact 1997,4
16,Forrest Gump 1994,5
318,Dumbo 1941,4
227,English Patient The 1996,3
271,Outbreak 1995,3
184,Walk in the Clouds A 1995,3
256,Jade 1995,3
210,Maverick 1994,5
321,Field of Dreams 1989,3
221,Angels in the Outfield 1994,3
311,Mr. Smith Goes to Washington 1939,5
130,Batman & Robin 1997,2
293,My Family 1995,4
115,Red Rock West 1992,5
207,Godfather: Part II The 1974,5
346,First Kid 1996,2
168,Frighteners The 1996,3
327,Raising Arizona 1987,4
31,Mother 1996,4
182,Happy Gilmore 1996,3
224,Circle of Friends 1995,3
352,When Harry Met Sally... 1989,4
105,Good Will Hunting 1997,4
90,Good The Bad and The Ugly The 1966,5
311,Top Gun 1986,4
213,Philadelphia 1993,5
60,Fried Green Tomatoes 1991,4
8,Lawrence of Arabia 1962,5
126,Evita 1996,3
247,Star Wars 1977,5
217,Raiders of the Lost Ark 1981,3
34,Hoodlum 1997,5
109,Sling Blade 1996,4
59,Arsenic and Old Lace 1944,3
177,Batman 1989,5
311,Cinderella 1950,4
181,When the Cats Away Chacun cherche son chat 1996,1
99,Black Sheep 1996,4
3,Air Force One 1997,2
137,Mars Attacks! 1996,5
20,Toy Story 1995,3
287,Truth About Cats & Dogs The 1996,3
224,Tomorrow Never Dies 1997,3
298,Glory 1989,5
287,Beavis and Butt-head Do America 1996,2
56,Maverick 1994,4
345,Michael 1996,3
110,Young Guns 1988,3
83,First Knight 1995,4
387,Love & Human Remains 1993,3
43,Ed Wood 1994,1
363,Alien 1979,4
6,Maltese Falcon The 1941,5
347,Scream 1996,5
224,Ghost and the Darkness The 1996,3
299,Dazed and Confused 1993,2
280,Cat on a Hot Tin Roof 1958,4
256,Junior 1994,4
378,Amadeus 1984,5
262,Braveheart 1995,4
90,Enchanted April 1991,5
363,Hard Target 1993,2
337,Escape to Witch Mountain 1975,4
7,Jurassic Park 1993,3
28,Star Trek: The Wrath of Khan 1982,5
151,Family Thing A 1996,5
64,Net The 1995,3
25,Willy Wonka and the Chocolate Factory 1971,4
262,Silence of the Lambs The 1991,4
181,Phenomenon 1996,3
97,Dances with Wolves 1990,5
385,All About Eve 1950,4
62,Mars Attacks! 1996,4
271,Raging Bull 1980,5
20,Forrest Gump 1994,1
81,Sabrina 1995,3
271,Conspiracy Theory 1997,2
261,Fire Down Below 1997,5
363,Citizen Kane 1941,2
70,M*A*S*H 1970,3
201,Thinner 1996,1
92,Grand Day Out A 1992,4
92,Amadeus 1984,4
77,Indiana Jones and the Last Crusade 1989,3
95,Back to the Future 1985,5
372,Fog The 1980,5
239,Bringing Up Baby 1938,4
89,Home for the Holidays 1995,3
13,Annie Hall 1977,5
374,Phenomenon 1996,5
332,Dances with Wolves 1990,5
339,Philadelphia Story The 1940,5
249,Independence Day ID4 1996,3
152,On Golden Pond 1981,5
222,Twelve Monkeys 1995,5
360,Postino Il 1994,5
374,Grumpier Old Men 1995,1
85,Backbeat 1993,4
145,Craft The 1996,3
106,Remains of the Day The 1993,3
298,Hercules 1997,4
151,Notorious 1946,5
102,Spawn 1997,3
68,Star Wars 1977,5
374,Rosewood 1997,4
56,Real Genius 1985,4
151,Batman Returns 1992,1
9,Shanghai Triad Yao a yao yao dao waipo qiao 1995,5
113,Solo 1996,5
295,Field of Dreams 1989,5
347,Air Force One 1997,5
13,Replacement Killers The 1998,1
303,Piano The 1993,4
194,Quiz Show 1994,4
168,Birdcage The 1996,5
311,Full Metal Jacket 1987,4
330,Sense and Sensibility 1995,5
360,Citizen Kane 1941,5
11,Michael Collins 1996,4
158,Arrival The 1996,4
215,Indiana Jones and the Last Crusade 1989,4
311,Ghost 1990,4
142,Blade Runner 1982,3
330,My Best Friend's Wedding 1997,4
280,Alice in Wonderland 1951,3
387,Pulp Fiction 1994,5
260,G.I. Jane 1997,5
90,Laura 1944,5
263,Schindler's List 1993,5
96,Philadelphia Story The 1940,2
303,First Wives Club The 1996,3
58,Right Stuff The 1983,3
1,Indiana Jones and the Last Crusade 1989,4
181,Bio-Dome 1996,1
59,American President The 1995,3
58,Amateur 1994,2
178,Out to Sea 1997,3
327,Godfather The 1972,4
253,Time to Kill A 1996,4
201,Cape Fear 1962,3
201,Drunks 1995,2
145,White Squall 1996,2
232,Terminator 2: Judgment Day 1991,5
77,Forrest Gump 1994,3
246,Short Cuts 1993,3
342,Amadeus 1984,5
18,Psycho 1960,3
174,Batman Forever 1995,2
343,Indian in the Cupboard The 1995,1
318,Usual Suspects The 1995,4
181,Roseanna's Grave For Roseanna 1997,1
259,Apocalypse Now 1979,5
328,Casablanca 1942,5
219,Broken Arrow 1996,4
54,Heat 1995,4
13,Paris Was a Woman 1995,3
296,My Fair Lady 1964,5
178,Blade Runner 1982,4
364,Seven Years in Tibet 1997,4
112,Volcano 1997,3
292,Maltese Falcon The 1941,5
10,Reservoir Dogs 1992,4
265,Ransom 1996,5
354,People vs. Larry Flynt The 1996,3
308,Faces 1968,4
373,Last of the Mohicans The 1992,5
276,With Honors 1994,3
328,Ghost and the Darkness The 1996,3
6,Nixon 1995,1
178,English Patient The 1996,3
82,Rainmaker The 1997,4
303,Alien 1979,5
339,Batman Returns 1992,2
359,Tomorrow Never Dies 1997,4
200,Raiders of the Lost Ark 1981,5
336,Young Frankenstein 1974,2
378,Willy Wonka and the Chocolate Factory 1971,3
213,In the Line of Fire 1993,4
381,Ran 1985,4
354,Chasing Amy 1997,4
36,Washington Square 1997,5
270,Cape Fear 1991,5
62,Twister 1996,2
198,Army of Darkness 1993,3
363,Jerry Maguire 1996,2
94,Star Trek: First Contact 1996,3
151,Shadowlands 1993,4
6,Bridge on the River Kwai The 1957,4
378,Crooklyn 1994,3
332,Mars Attacks! 1996,3
294,Phantom The 1996,1
363,Gattaca 1997,2
150,Star Wars 1977,5
295,African Queen The 1951,5
366,Omen The 1976,5
36,I Know What You Did Last Summer 1997,1
311,Boot Das 1981,4
348,Fear 1996,4
118,American Werewolf in London An 1981,5
92,Henry V 1989,4
280,Star Trek: The Motion Picture 1979,3
291,Mask The 1994,4
13,39 Steps The 1935,4
310,Men in Black 1997,5
5,Star Trek VI: The Undiscovered Country 1991,4
358,The Innocent 1994,3
303,Ace Ventura: Pet Detective 1994,5
345,Breaking the Waves 1996,5
276,Dangerous Minds 1995,3
385,Breaking the Waves 1996,5
174,While You Were Sleeping 1995,5
201,Right Stuff The 1983,3
56,Legends of the Fall 1994,3
72,Hunt for Red October The 1990,4
342,Pulp Fiction 1994,5
276,Last Man Standing 1996,3
361,African Queen The 1951,4
249,Empire Strikes Back The 1980,3
293,Weekend at Bernie's 1989,2
85,Air Force One 1997,3
21,Independence Day ID4 1996,1
330,My Fair Lady 1964,5
328,Batman Returns 1992,2
92,Bound 1996,4
369,Booty Call 1997,2
299,Hamlet 1996,4
56,Last Action Hero 1993,3
322,Schindler's List 1993,4
373,Alice in Wonderland 1951,4
316,Evita 1996,2
177,Ed Wood 1994,3
276,Tomorrow Never Dies 1997,4
48,Kull the Conqueror 1997,3
385,Great Dictator The 1940,5
109,Dragonheart 1996,2
69,Game The 1997,3
224,Sling Blade 1996,3
49,Heavy Metal 1981,3
328,Cape Fear 1991,4
56,Flintstones The 1994,2
264,Fish Called Wanda A 1988,5
10,Widows' Peak 1994,5
296,To Gillian on Her 37th Birthday 1996,2
215,Raising Arizona 1987,2
92,Crimson Tide 1995,4
270,Mighty Aphrodite 1995,4
305,Farinelli: il castrato 1994,4
59,Wrong Trousers The 1993,4
365,Marvin's Room 1996,4
387,Cape Fear 1991,3
